gender,first-name,last-name,date-bought-car,year-bought-car,car-make,engine-type,year-of-visit,date-of-visit,car-age-in-years,car-miles,car-age-in-months,has-issue-in-first-10k
Male,NATHAN,HENSLEY,2011-09-01,2011,Manufacturer_1,diesel,2017,2017-02-15,6,85584,65,False
Female,SOFIA,SCHAEFER,2010-02-01,2010,Manufacturer_5,diesel,2012,2012-09-09,2,41360,31,False
Male,ANDREW,RUSH,2015-07-01,2015,Manufacturer_4,petrol,2017,2017-02-11,2,39708,19,False
Female,ALEXA,MONTOYA,2009-08-01,2009,Manufacturer_3,diesel,2012,2012-06-23,3,39705,34,False
Male,DAVID,DORSEY,2015-10-01,2015,Manufacturer_1,petrol,2020,2020-07-14,5,56095,57,False
Male,NOAH,BRIGGS,2016-11-01,2016,Manufacturer_3,diesel,2020,2020-12-20,4,45648,49,False
Female,VANESSA,CONRAD,2016-11-01,2016,Manufacturer_5,diesel,2020,2020-10-09,4,86464,47,False
Male,WILLIAM,KANE,2019-03-01,2019,Manufacturer_5,petrol,2020,2020-03-20,1,13644,12,False
Male,MATTHEW,BISHOP,2017-03-01,2017,Manufacturer_3,diesel,2020,2020-03-01,3,41280,36,False
Male,JOSHUA,AYERS,2019-09-01,2019,Manufacturer_5,diesel,2020,2020-12-21,1,12210,15,False
Male,BRANDON,BENSON,2008-12-01,2008,Manufacturer_3,diesel,2011,2011-01-18,3,66270,25,False
Male,ANGEL,VELAZQUEZ,2009-06-01,2009,Manufacturer_5,diesel,2012,2012-04-21,3,71163,34,False
Female,GRACE,DAVILA,2015-12-01,2015,Manufacturer_2,petrol,2020,2020-12-02,5,88530,60,False
Female,ABIGAIL,ROBERTS,2007-01-01,2007,Manufacturer_2,petrol,2014,2014-01-07,7,81165,84,False
Male,NOAH,ACOSTA,2016-04-01,2016,Manufacturer_1,petrol,2020,2020-01-25,4,69940,45,False
Female,MIA,LEWIS,2013-09-01,2013,Manufacturer_3,petrol,2018,2018-01-08,5,51920,52,False
Male,ANDREW,REID,2015-04-01,2015,Manufacturer_2,diesel,2019,2019-03-23,4,20808,47,False
Female,EMMA,PALMER,2015-04-01,2015,Manufacturer_3,petrol,2017,2017-10-14,2,41276,30,False
Male,ETHAN,HOLMES,2008-01-01,2008,Manufacturer_2,diesel,2015,2015-01-23,7,168553,84,False
Male,ALEXANDER,CROSS,2012-05-01,2012,Manufacturer_4,diesel,2019,2019-10-01,7,144536,89,False
Female,BELLA,PETERS,2013-10-01,2013,Manufacturer_1,diesel,2020,2020-11-11,7,39984,85,False
Female,NATALIE,HOOD,2012-04-01,2012,Manufacturer_5,petrol,2020,2020-04-02,8,161120,96,False
Male,JOSHUA,SCHULTZ,2015-10-01,2015,Manufacturer_4,diesel,2020,2020-04-02,5,32440,54,False
Female,MADISON,MCCOY,2013-04-01,2013,Manufacturer_3,diesel,2016,2016-02-25,3,62610,34,False
Female,ELIZABETH,PACE,2018-05-01,2018,Manufacturer_3,petrol,2020,2020-06-03,2,25764,25,False
Female,MIA,UNDERWOOD,2013-04-01,2013,Manufacturer_4,petrol,2019,2019-10-07,6,69378,78,False
Male,BENJAMIN,BRIDGES,2014-05-01,2014,Manufacturer_5,diesel,2015,2015-02-15,1,6215,9,True
Female,CHARLOTTE,MOON,2014-07-01,2014,Manufacturer_4,petrol,2018,2018-03-15,4,50744,44,False
Female,NATALIE,BURNS,2009-09-01,2009,Manufacturer_3,diesel,2011,2011-07-11,2,21788,22,False
Female,NATALIE,WONG,2019-01-01,2019,Manufacturer_2,petrol,2020,2020-11-19,1,10680,22,False
Female,KIMBERLY,HARDIN,2019-03-01,2019,Manufacturer_5,petrol,2020,2020-09-17,1,13872,18,False
Female,SAMANTHA,LAMB,2005-06-01,2005,Manufacturer_5,petrol,2013,2013-05-12,8,109472,95,False
Female,MADISON,CONTRERAS,2006-09-01,2006,Manufacturer_2,diesel,2008,2008-09-21,2,21310,24,False
Female,ISABELLA,OSBORNE,2009-12-01,2009,Manufacturer_5,petrol,2014,2014-01-06,5,49095,49,False
Female,ALEXA,REYNOLDS,2010-05-01,2010,Manufacturer_4,diesel,2012,2012-02-10,2,15320,21,False
Female,ALEXA,LITTLE,2007-01-01,2007,Manufacturer_1,petrol,2014,2014-07-16,7,57813,90,False
Male,ALEXANDER,SHAW,2019-11-01,2019,Manufacturer_4,diesel,2020,2020-01-17,1,24610,2,False
Male,ETHAN,JOHNSON,2008-07-01,2008,Manufacturer_2,diesel,2015,2015-08-18,7,165039,85,False
Male,NOAH,STEVENS,2005-07-01,2005,Manufacturer_5,diesel,2009,2009-01-05,4,31484,42,False
Female,BRIANNA,SWANSON,2005-03-01,2005,Manufacturer_5,petrol,2011,2011-11-02,6,87708,80,False
Female,LUNA,KIRK,2013-08-01,2013,Manufacturer_2,diesel,2020,2020-02-11,7,81648,78,False
Male,MICHAEL,COCHRAN,2013-01-01,2013,Manufacturer_5,diesel,2015,2015-03-14,2,43522,26,False
Male,AIDEN,CHANG,2016-05-01,2016,Manufacturer_2,petrol,2020,2020-02-15,4,65520,45,False
Female,CHLOE,HENRY,2017-01-01,2017,Manufacturer_2,diesel,2020,2020-10-05,3,49308,45,False
Female,OLIVIA,DUNN,2005-12-01,2005,Manufacturer_1,petrol,2007,2007-11-04,2,46768,23,False
Male,ISAAC,CHERRY,2010-02-01,2010,Manufacturer_1,diesel,2019,2019-06-14,9,151344,112,False
Female,SOPHIA,AHMED,2019-11-01,2019,Manufacturer_5,petrol,2020,2020-01-11,1,4654,2,True
Male,JONATHAN,SOTO,2016-02-01,2016,Manufacturer_5,diesel,2020,2020-12-23,4,94552,58,False
Male,DANIEL,BAUER,2011-12-01,2011,Manufacturer_2,diesel,2012,2012-05-23,1,16440,5,False
Male,BENJAMIN,DAWSON,2017-07-01,2017,Manufacturer_4,diesel,2020,2020-06-21,3,13482,35,False
Female,HANNAH,DALTON,2016-06-01,2016,Manufacturer_1,diesel,2020,2020-04-20,4,59560,46,False
Female,CAMILA,KRAMER,2013-11-01,2013,Manufacturer_5,diesel,2020,2020-07-15,7,92526,80,False
Male,JOSHUA,WASHINGTON,2012-04-01,2012,Manufacturer_2,diesel,2013,2013-02-24,1,13001,10,False
Female,EMMA,MCMILLAN,2014-05-01,2014,Manufacturer_5,diesel,2017,2017-01-20,3,68070,32,False
Female,CHARLOTTE,SHERMAN,2019-06-01,2019,Manufacturer_4,petrol,2020,2020-04-07,1,4611,10,True
Female,EMILY,MONTOYA,2009-09-01,2009,Manufacturer_5,diesel,2010,2010-04-02,1,8472,7,True
Male,MICHAEL,HARRIS,2009-08-01,2009,Manufacturer_3,diesel,2011,2011-12-06,2,31806,28,False
Female,AVA,NOVAK,2018-07-01,2018,Manufacturer_3,diesel,2019,2019-06-16,1,11701,11,False
Male,NATHAN,CALLAHAN,2008-04-01,2008,Manufacturer_4,diesel,2014,2014-12-16,6,41142,80,False
Male,BENJAMIN,WATKINS,2019-02-01,2019,Manufacturer_1,diesel,2020,2020-09-11,1,11025,19,False
Male,JOSHUA,BURGESS,2016-06-01,2016,Manufacturer_2,diesel,2018,2018-01-19,2,18278,19,False
Male,JAMES,CAREY,2011-09-01,2011,Manufacturer_3,petrol,2012,2012-11-20,1,16276,14,False
Male,ANGEL,EVANS,2005-02-01,2005,Manufacturer_3,petrol,2009,2009-10-22,4,63900,56,False
Female,EMILY,SHAH,2007-07-01,2007,Manufacturer_5,petrol,2010,2010-06-03,3,41913,35,False
Male,OLIVER,LOWERY,2018-06-01,2018,Manufacturer_3,diesel,2020,2020-08-10,2,24056,26,False
Female,CHLOE,DUNLAP,2012-02-01,2012,Manufacturer_4,petrol,2020,2020-07-03,8,41832,101,False
Female,CHLOE,TREJO,2014-02-01,2014,Manufacturer_2,petrol,2020,2020-03-06,6,67158,73,False
Male,JACOB,BLANKENSHIP,2016-11-01,2016,Manufacturer_3,diesel,2020,2020-07-12,4,16232,44,False
Male,DANIEL,COMBS,2017-05-01,2017,Manufacturer_1,petrol,2018,2018-07-15,1,17734,14,False
Female,ELIZABETH,MAXWELL,2015-12-01,2015,Manufacturer_4,petrol,2018,2018-06-05,3,19554,30,False
Female,ELIZABETH,DOUGLAS,2008-02-01,2008,Manufacturer_2,petrol,2016,2016-07-14,8,102080,101,False
Male,BRANDON,SALINAS,2014-11-01,2014,Manufacturer_2,petrol,2017,2017-07-14,3,26712,32,False
Female,MILA,WEBB,2009-07-01,2009,Manufacturer_1,diesel,2015,2015-08-13,6,34740,73,False
Male,ADRIAN,PUGH,2019-11-01,2019,Manufacturer_1,petrol,2020,2020-04-20,1,24359,5,False
Male,JOSHUA,ZUNIGA,2009-07-01,2009,Manufacturer_2,diesel,2018,2018-12-14,9,74448,113,False
Female,EMMA,OCONNELL,2017-04-01,2017,Manufacturer_4,petrol,2018,2018-09-18,1,19517,17,False
Female,ALEXIS,FOX,2018-09-01,2018,Manufacturer_2,diesel,2020,2020-05-21,2,36612,20,False
Female,MIA,BAUTISTA,2016-07-01,2016,Manufacturer_4,petrol,2020,2020-01-06,4,46672,42,False
Female,MIA,WALKER,2014-11-01,2014,Manufacturer_3,diesel,2015,2015-07-25,1,8439,8,True
Female,AUDREY,ONEILL,2011-03-01,2011,Manufacturer_4,diesel,2015,2015-06-22,4,38932,51,False
Female,EMMA,GRAY,2016-12-01,2016,Manufacturer_4,petrol,2020,2020-01-01,4,32028,37,False
Female,HAILEY,GRANT,2011-02-01,2011,Manufacturer_5,diesel,2012,2012-06-09,1,11337,16,False
Male,JONATHAN,CROSS,2009-03-01,2009,Manufacturer_2,petrol,2014,2014-07-15,5,20740,64,False
Male,ANTHONY,MANN,2013-11-01,2013,Manufacturer_4,petrol,2016,2016-01-12,3,20928,26,False
Male,ANTHONY,KELLY,2010-06-01,2010,Manufacturer_4,petrol,2011,2011-07-09,1,17261,13,False
Female,CHLOE,MCCLAIN,2018-02-01,2018,Manufacturer_2,petrol,2019,2019-02-05,1,7553,12,True
Male,DAVID,BAXTER,2010-11-01,2010,Manufacturer_2,petrol,2011,2011-12-02,1,4595,13,True
Female,ALEXA,MCKAY,2011-04-01,2011,Manufacturer_4,diesel,2015,2015-10-14,4,29844,54,False
Male,JAYDEN,BEARD,2009-10-01,2009,Manufacturer_4,petrol,2017,2017-11-15,8,53376,97,False
Female,EMILY,GOMEZ,2017-10-01,2017,Manufacturer_1,diesel,2020,2020-04-23,3,55929,30,False
Female,ALEXA,HILL,2013-01-01,2013,Manufacturer_5,petrol,2016,2016-03-09,3,35850,38,False
Female,BRIANNA,LIN,2007-07-01,2007,Manufacturer_3,petrol,2012,2012-01-01,5,111180,54,False
Female,MIA,KNIGHT,2013-10-01,2013,Manufacturer_5,petrol,2015,2015-10-18,2,32154,24,False
Male,MATEO,MARTIN,2012-04-01,2012,Manufacturer_3,petrol,2015,2015-05-01,3,46596,37,False
Male,LIAM,GARRISON,2015-03-01,2015,Manufacturer_1,diesel,2016,2016-11-05,1,12001,20,False
Female,ELLA,PALACIOS,2008-05-01,2008,Manufacturer_5,diesel,2010,2010-01-07,2,19408,20,False
Male,MICHAEL,MAXWELL,2006-11-01,2006,Manufacturer_5,petrol,2014,2014-05-10,8,147232,90,False
Female,ELIZABETH,ELLIOTT,2014-03-01,2014,Manufacturer_5,diesel,2020,2020-03-01,6,85170,72,False
Female,PENELOPE,SCHWARTZ,2011-12-01,2011,Manufacturer_3,diesel,2019,2019-09-04,8,106184,93,False
Male,NOAH,DAUGHERTY,2019-03-01,2019,Manufacturer_1,petrol,2020,2020-05-06,1,24860,14,False
Male,AIDEN,VELASQUEZ,2017-11-01,2017,Manufacturer_5,petrol,2019,2019-12-18,2,39156,25,False
Female,ISABELLA,FISHER,2006-02-01,2006,Manufacturer_4,petrol,2014,2014-01-10,8,143992,95,False
Female,SOFIA,SNOW,2007-10-01,2007,Manufacturer_3,petrol,2014,2014-11-05,7,47705,85,False
Female,EMMA,HOLLAND,2019-02-01,2019,Manufacturer_2,diesel,2020,2020-02-21,1,17923,12,False
Male,JAYDEN,LUCAS,2005-07-01,2005,Manufacturer_5,petrol,2008,2008-08-22,3,13656,37,False
Male,CHRISTOPHER,DELGADO,2019-06-01,2019,Manufacturer_5,petrol,2020,2020-07-12,1,7217,13,True
Female,ALEXIS,MACK,2015-05-01,2015,Manufacturer_2,diesel,2016,2016-07-22,1,7852,14,True
Male,JAYDEN,HANCOCK,2017-12-01,2017,Manufacturer_2,petrol,2020,2020-04-18,3,73860,28,False
Male,NATHAN,HENDRIX,2007-11-01,2007,Manufacturer_4,petrol,2009,2009-06-09,2,11386,19,False
Female,SAMANTHA,BEST,2012-04-01,2012,Manufacturer_2,petrol,2020,2020-08-07,8,33112,100,False
Male,DYLAN,BENSON,2016-09-01,2016,Manufacturer_4,diesel,2019,2019-03-23,3,45312,30,False
Female,MIA,LARSON,2006-08-01,2006,Manufacturer_1,petrol,2007,2007-02-15,1,7751,6,True
Female,AUDREY,ARNOLD,2012-11-01,2012,Manufacturer_1,diesel,2016,2016-07-03,4,98136,44,False
Male,ANGEL,SCHMITT,2017-10-01,2017,Manufacturer_3,petrol,2020,2020-07-13,3,61065,33,False
Female,VICTORIA,HESTER,2016-07-01,2016,Manufacturer_1,petrol,2020,2020-12-10,4,28736,53,False
Male,AIDEN,ORTIZ,2016-06-01,2016,Manufacturer_3,diesel,2020,2020-09-05,4,62208,51,False
Female,ISABELLA,STOKES,2005-03-01,2005,Manufacturer_2,diesel,2014,2014-05-12,9,158148,110,False
Male,JAMES,BLAIR,2007-02-01,2007,Manufacturer_4,diesel,2010,2010-02-01,3,35493,36,False
Male,NOAH,CAMPOS,2015-05-01,2015,Manufacturer_1,petrol,2017,2017-08-02,2,29438,27,False
Male,JONATHAN,SEXTON,2012-09-01,2012,Manufacturer_3,petrol,2014,2014-09-18,2,10180,24,False
Male,DANIEL,CHANDLER,2011-09-01,2011,Manufacturer_1,diesel,2014,2014-07-22,3,29724,34,False
Female,MADISON,GUEVARA,2012-02-01,2012,Manufacturer_4,diesel,2018,2018-06-04,6,55326,76,False
Male,DIEGO,SHEPARD,2014-01-01,2014,Manufacturer_4,petrol,2019,2019-10-09,5,46445,69,False
Male,ALEXANDER,COOPER,2019-11-01,2019,Manufacturer_1,diesel,2020,2020-10-18,1,22276,11,False
Female,VICTORIA,BROOKS,2011-07-01,2011,Manufacturer_1,petrol,2018,2018-05-06,7,133546,82,False
Male,DAVID,PENNINGTON,2006-08-01,2006,Manufacturer_3,petrol,2012,2012-07-14,6,146826,71,False
Male,JOSEPH,HOOD,2013-04-01,2013,Manufacturer_4,diesel,2015,2015-06-21,2,43978,26,False
Female,ELIZABETH,AVALOS,2005-11-01,2005,Manufacturer_5,diesel,2006,2006-01-03,1,22349,2,False
Female,NATALIE,SUAREZ,2013-09-01,2013,Manufacturer_5,diesel,2018,2018-12-25,5,107795,63,False
Male,DYLAN,ACOSTA,2006-04-01,2006,Manufacturer_2,diesel,2011,2011-01-02,5,61400,57,False
Male,MATTHEW,ROSE,2018-04-01,2018,Manufacturer_1,diesel,2020,2020-11-12,2,47558,31,False
Female,CHARLOTTE,WILKINSON,2012-03-01,2012,Manufacturer_1,petrol,2017,2017-01-01,5,53075,58,False
Male,BRANDON,JENNINGS,2014-07-01,2014,Manufacturer_1,petrol,2020,2020-12-17,6,35202,77,False
Female,SCARLETT,SHANNON,2009-08-01,2009,Manufacturer_2,diesel,2016,2016-02-07,7,41020,78,False
Female,GENESIS,FREEMAN,2009-09-01,2009,Manufacturer_3,petrol,2010,2010-05-09,1,5001,8,True
Male,ANTHONY,VALENTINE,2017-05-01,2017,Manufacturer_2,diesel,2018,2018-02-06,1,19373,9,False
Male,MASON,HEBERT,2007-02-01,2007,Manufacturer_5,petrol,2008,2008-07-05,1,23287,17,False
Female,VICTORIA,ANDERSON,2018-05-01,2018,Manufacturer_1,petrol,2020,2020-04-08,2,13406,23,False
Female,MILA,PEARSON,2011-11-01,2011,Manufacturer_1,petrol,2018,2018-01-11,7,49525,74,False
Female,VICTORIA,WILLIS,2009-05-01,2009,Manufacturer_4,diesel,2012,2012-03-03,3,51255,34,False
Male,MATTHEW,FLEMING,2011-09-01,2011,Manufacturer_3,diesel,2013,2013-03-07,2,33040,18,False
Male,ALEXANDER,CERVANTES,2018-01-01,2018,Manufacturer_3,diesel,2020,2020-03-04,2,21420,26,False
Female,OLIVIA,GARNER,2010-06-01,2010,Manufacturer_5,petrol,2016,2016-04-06,6,129030,70,False
Male,CHRISTOPHER,PERRY,2011-01-01,2011,Manufacturer_5,petrol,2019,2019-09-13,8,86448,104,False
Male,JACOB,ZAMORA,2007-09-01,2007,Manufacturer_5,diesel,2013,2013-07-07,6,110214,70,False
Female,ASHLEY,ATKINS,2008-06-01,2008,Manufacturer_4,petrol,2010,2010-09-12,2,44914,27,False
Male,DIEGO,COMBS,2013-02-01,2013,Manufacturer_5,petrol,2016,2016-04-17,3,52254,38,False
Male,GABRIEL,NAVA,2015-06-01,2015,Manufacturer_1,petrol,2019,2019-03-01,4,24748,45,False
Male,MATTHEW,BYRD,2010-04-01,2010,Manufacturer_2,petrol,2016,2016-01-22,6,49002,69,False
Female,SOFIA,VARGAS,2006-04-01,2006,Manufacturer_4,petrol,2011,2011-05-13,5,43670,61,False
Female,AVERY,DUNN,2011-10-01,2011,Manufacturer_3,diesel,2019,2019-09-18,8,141184,95,False
Male,NOAH,FRANCO,2006-10-01,2006,Manufacturer_2,petrol,2015,2015-03-18,9,41994,101,False
Male,DANIEL,HURST,2008-07-01,2008,Manufacturer_4,diesel,2017,2017-10-02,9,141030,111,False
Male,MATTHEW,MANN,2019-02-01,2019,Manufacturer_1,diesel,2020,2020-03-01,1,4456,13,True
Male,ELIJAH,ARMSTRONG,2011-04-01,2011,Manufacturer_3,petrol,2015,2015-02-12,4,45956,46,False
Female,MIA,RUSSELL,2014-07-01,2014,Manufacturer_4,petrol,2017,2017-06-10,3,29823,35,False
Female,AUDREY,ROSS,2011-05-01,2011,Manufacturer_3,petrol,2015,2015-03-23,4,26444,46,False
Male,MICHAEL,RICHMOND,2011-11-01,2011,Manufacturer_5,diesel,2012,2012-11-01,1,18933,12,False
Male,DANIEL,WHITAKER,2015-11-01,2015,Manufacturer_5,diesel,2016,2016-08-17,1,24175,9,False
Female,VANESSA,SALGADO,2019-09-01,2019,Manufacturer_5,petrol,2020,2020-06-18,1,21601,9,False
Female,EVELYN,MORTON,2010-07-01,2010,Manufacturer_3,petrol,2016,2016-06-17,6,50388,71,False
Male,JAYDEN,ELLIOTT,2014-09-01,2014,Manufacturer_3,petrol,2020,2020-02-04,6,148560,65,False
Male,ISAAC,BELTRAN,2012-10-01,2012,Manufacturer_1,diesel,2014,2014-09-18,2,45666,23,False
Male,ISAAC,MORAN,2007-10-01,2007,Manufacturer_2,diesel,2013,2013-04-25,6,28596,66,False
Male,JAYDEN,BARAJAS,2018-05-01,2018,Manufacturer_1,diesel,2020,2020-10-16,2,40232,29,False
Male,DAVID,GONZALEZ,2014-06-01,2014,Manufacturer_4,petrol,2018,2018-05-05,4,22696,47,False
Male,MASON,HICKMAN,2016-09-01,2016,Manufacturer_2,diesel,2018,2018-04-03,2,12870,19,False
Male,MICHAEL,CARLSON,2008-10-01,2008,Manufacturer_2,diesel,2014,2014-08-04,6,134982,70,False
Male,JOSEPH,FREEMAN,2007-04-01,2007,Manufacturer_5,petrol,2010,2010-12-09,3,61050,44,False
Female,NATALIE,GUZMAN,2016-06-01,2016,Manufacturer_3,diesel,2020,2020-09-02,4,49968,51,False
Female,ABIGAIL,BAUER,2017-07-01,2017,Manufacturer_2,diesel,2018,2018-01-12,1,15272,6,False
Female,MADISON,MULLEN,2007-09-01,2007,Manufacturer_5,diesel,2010,2010-02-04,3,16131,29,False
Male,ANTHONY,MARKS,2010-06-01,2010,Manufacturer_5,petrol,2013,2013-07-07,3,60420,37,False
Male,MICHAEL,GALLAGHER,2012-06-01,2012,Manufacturer_1,petrol,2017,2017-12-12,5,43065,66,False
Female,VALERIA,WELCH,2015-01-01,2015,Manufacturer_2,diesel,2020,2020-05-06,5,85195,64,False
Male,JOSEPH,MATHEWS,2010-05-01,2010,Manufacturer_5,petrol,2011,2011-08-21,1,6115,15,True
Female,ALYSSA,CUNNINGHAM,2008-09-01,2008,Manufacturer_5,petrol,2016,2016-04-10,8,126488,91,False
Female,GRACE,CHURCH,2017-12-01,2017,Manufacturer_1,diesel,2019,2019-09-11,2,24090,21,False
Female,AUDREY,MCFARLAND,2018-12-01,2018,Manufacturer_4,diesel,2020,2020-09-15,2,37804,21,False
Female,AVA,TERRELL,2009-11-01,2009,Manufacturer_5,petrol,2016,2016-02-23,7,140504,75,False
Female,MADISON,MCCLURE,2005-05-01,2005,Manufacturer_4,petrol,2009,2009-04-03,4,98668,47,False
Female,CHLOE,BARKER,2017-04-01,2017,Manufacturer_4,petrol,2020,2020-06-14,3,58758,38,False
Female,ELIZABETH,BUCK,2018-05-01,2018,Manufacturer_3,petrol,2020,2020-07-22,2,33932,26,False
Female,NATALIE,GOULD,2015-12-01,2015,Manufacturer_3,petrol,2019,2019-06-23,4,56528,42,False
Female,EMMA,LUCERO,2012-11-01,2012,Manufacturer_3,petrol,2020,2020-03-05,8,104520,88,False
Male,AIDEN,ROY,2019-02-01,2019,Manufacturer_3,petrol,2020,2020-02-06,1,4189,12,True
Female,EVELYN,BOND,2019-06-01,2019,Manufacturer_5,petrol,2020,2020-06-08,1,5129,12,True
Female,PENELOPE,GONZALES,2008-03-01,2008,Manufacturer_1,diesel,2013,2013-12-24,5,31410,69,False
Female,EVELYN,STEPHENSON,2015-10-01,2015,Manufacturer_5,diesel,2020,2020-03-12,5,96705,53,False
Male,DAVID,MACDONALD,2012-05-01,2012,Manufacturer_1,diesel,2018,2018-02-17,6,83460,69,False
Male,MICHAEL,REID,2007-02-01,2007,Manufacturer_2,petrol,2009,2009-12-22,2,41382,34,False
Female,ISABELLA,YORK,2010-09-01,2010,Manufacturer_2,diesel,2015,2015-09-17,5,41110,60,False
Female,MIA,SAWYER,2009-06-01,2009,Manufacturer_5,diesel,2015,2015-05-02,6,126330,71,False
Male,NATHAN,STANTON,2012-05-01,2012,Manufacturer_1,diesel,2015,2015-09-03,3,21027,40,False
Male,LOGAN,CHAN,2006-03-01,2006,Manufacturer_4,diesel,2015,2015-04-07,9,178551,109,False
Male,ISAAC,FLETCHER,2016-02-01,2016,Manufacturer_1,petrol,2019,2019-08-03,3,70224,42,False
Male,AIDEN,BREWER,2012-10-01,2012,Manufacturer_2,diesel,2016,2016-07-13,4,66640,45,False
Female,SAMANTHA,MAYNARD,2011-08-01,2011,Manufacturer_2,petrol,2014,2014-10-16,3,37323,38,False
Male,AARON,BOONE,2009-07-01,2009,Manufacturer_3,petrol,2014,2014-12-20,5,109110,65,False
Female,NATALIE,LAM,2019-07-01,2019,Manufacturer_5,petrol,2020,2020-10-05,1,18636,15,False
Female,EVELYN,OLSEN,2010-09-01,2010,Manufacturer_1,diesel,2015,2015-11-10,5,87145,62,False
Male,MATTHEW,GENTRY,2006-08-01,2006,Manufacturer_4,petrol,2011,2011-09-12,5,89595,61,False
Female,ISABELLA,ONEILL,2010-02-01,2010,Manufacturer_3,petrol,2017,2017-09-22,7,159831,91,False
Female,MIA,MCCARTHY,2006-11-01,2006,Manufacturer_1,petrol,2010,2010-12-12,4,21764,49,False
Female,ASHLEY,MORSE,2007-06-01,2007,Manufacturer_1,diesel,2008,2008-12-10,1,7538,18,True
Female,OLIVIA,HERRING,2016-12-01,2016,Manufacturer_1,diesel,2020,2020-04-07,4,82772,40,False
Female,ELIZABETH,CAMACHO,2008-02-01,2008,Manufacturer_3,diesel,2016,2016-03-06,8,55592,97,False
Male,JESUS,GRIFFITH,2012-04-01,2012,Manufacturer_3,petrol,2017,2017-05-14,5,37945,61,False
Female,ALEXA,TAYLOR,2018-08-01,2018,Manufacturer_5,petrol,2020,2020-11-08,2,18786,27,False
Male,NATHAN,BARKER,2006-11-01,2006,Manufacturer_2,diesel,2007,2007-06-11,1,11732,7,False
Female,CAMILA,HARDING,2015-09-01,2015,Manufacturer_5,petrol,2020,2020-04-22,5,80140,55,False
Female,SCARLETT,CONNER,2014-10-01,2014,Manufacturer_3,diesel,2017,2017-09-03,3,61458,35,False
Female,EMMA,MUELLER,2007-04-01,2007,Manufacturer_5,diesel,2016,2016-11-07,9,142884,115,False
Male,ETHAN,RAYMOND,2017-08-01,2017,Manufacturer_3,diesel,2020,2020-07-11,3,61917,35,False
Female,CHARLOTTE,KANE,2016-08-01,2016,Manufacturer_5,petrol,2020,2020-06-04,4,24844,46,False
Male,JOSEPH,GARZA,2008-02-01,2008,Manufacturer_3,petrol,2017,2017-09-08,9,57870,115,False
Male,JAYDEN,BOWERS,2007-08-01,2007,Manufacturer_3,petrol,2012,2012-05-24,5,94825,57,False
Female,SOFIA,HOWARD,2018-11-01,2018,Manufacturer_3,petrol,2019,2019-10-01,1,15274,11,False
Female,CHLOE,NEWTON,2005-06-01,2005,Manufacturer_2,diesel,2007,2007-01-15,2,21456,19,False
Male,ANTHONY,CROSBY,2005-07-01,2005,Manufacturer_4,diesel,2009,2009-08-21,4,59240,49,False
Male,JONATHAN,HARDIN,2005-09-01,2005,Manufacturer_5,petrol,2010,2010-07-12,5,31835,58,False
Male,JACOB,WEEKS,2017-07-01,2017,Manufacturer_1,diesel,2020,2020-09-13,3,59859,38,False
Female,OLIVIA,HODGES,2015-10-01,2015,Manufacturer_1,petrol,2016,2016-05-18,1,7017,7,True
Female,EMILY,BRENNAN,2011-09-01,2011,Manufacturer_4,diesel,2020,2020-02-17,9,130005,101,False
Male,ANDREW,WILLIS,2011-11-01,2011,Manufacturer_4,diesel,2017,2017-05-13,6,145644,66,False
Female,GRACE,MIDDLETON,2011-02-01,2011,Manufacturer_3,petrol,2016,2016-07-01,5,96560,65,False
Male,CHRISTOPHER,ROLLINS,2008-08-01,2008,Manufacturer_4,diesel,2013,2013-03-18,5,112720,55,False
Male,JOSEPH,BARAJAS,2013-11-01,2013,Manufacturer_3,diesel,2017,2017-04-09,4,39156,41,False
Male,LUCAS,MCDONALD,2010-08-01,2010,Manufacturer_1,diesel,2011,2011-06-04,1,20574,10,False
Female,SOPHIA,DUDLEY,2015-03-01,2015,Manufacturer_2,diesel,2016,2016-10-02,1,14193,19,False
Female,SOPHIA,RUIZ,2007-04-01,2007,Manufacturer_1,diesel,2009,2009-10-25,2,18108,30,False
Male,JAYDEN,VELAZQUEZ,2014-12-01,2014,Manufacturer_5,diesel,2019,2019-09-15,5,93770,57,False
Female,AVA,NIELSEN,2016-05-01,2016,Manufacturer_3,petrol,2019,2019-04-25,3,20745,35,False
Male,ADRIAN,BRIDGES,2013-09-01,2013,Manufacturer_3,diesel,2020,2020-04-24,7,148316,79,False
Male,BENJAMIN,MEYERS,2010-07-01,2010,Manufacturer_5,petrol,2012,2012-06-11,2,48158,23,False
Male,ANGEL,MICHAEL,2014-06-01,2014,Manufacturer_4,diesel,2020,2020-02-10,6,122700,68,False
Male,ANTHONY,PENNINGTON,2019-03-01,2019,Manufacturer_1,petrol,2020,2020-05-10,1,19829,14,False
Female,CHARLOTTE,DORSEY,2007-03-01,2007,Manufacturer_5,diesel,2016,2016-05-16,9,196110,110,False
Female,ANDREA,BERNARD,2007-06-01,2007,Manufacturer_2,petrol,2012,2012-06-02,5,56380,60,False
Male,JAYDEN,CABRERA,2010-10-01,2010,Manufacturer_2,petrol,2012,2012-10-09,2,34386,24,False
Male,MATTHEW,SWEENEY,2019-07-01,2019,Manufacturer_1,diesel,2020,2020-06-19,1,17376,11,False
Female,AVA,MCFARLAND,2012-03-01,2012,Manufacturer_3,diesel,2015,2015-08-04,3,35031,41,False
